vendor_pn,brand,oem_display,description,broom_type,broom_type_label,size_in,filament,pattern,compatible_models,model_codes,phase,publish_status,slug,qty
SY21-1433,Advance,21-1433,"Pad Driver 14""",pad_driver,Pad Driver,"14""",,,280BHD|285HD|285LX|2800|2800HD|4300,010|020,2,pending,advance-21-1433-pad-driver-14,3
SY21-1510J1,Advance,21-1510J1,"Rotary Brush 15"" .070/46 Grit",rotary_brush,Rotary Brush,"15""",.070/46 Grit,,3220D|4530D|Warrior 32D AXP|Warrior 32D ST,028|032,2,pending,advance-21-1510j1-rotary-brush-15-070-46-grit,2
SY21-1513J1,Advance,21-1513J1,"Rotary Brush 15"" .022/120 Grit",rotary_brush,Rotary Brush,"15""",.022/120 Grit,,3220D|4530D|Warrior 32D AXP|Warrior 32D ST,028|032,2,pending,advance-21-1513j1-rotary-brush-15-022-120-grit,2
SY21-1514J1,Advance,21-1514J1,"Rotary Brush 15"" .018/500 Grit",rotary_brush,Rotary Brush,"15""",.018/500 Grit,,3220D|4530D|Warrior 32D AXP|Warrior 32D ST,028|032,2,pending,advance-21-1514j1-rotary-brush-15-018-500-grit,2
SY21-1517J1,Advance,21-1517J1,"Rotary Brush 15"" .028 Poly",rotary_brush,Rotary Brush,"15""",Poly,,3220D|4530D|Warrior 32D AXP|Warrior 32D ST,028|032,2,pending,advance-21-1517j1-rotary-brush-15-poly,2
SY21-1525J1,Advance,21-1525J1,"Rotary Brush 15"" Union Mix",rotary_brush,Rotary Brush,"15""",Union Mix,,3220D|4530D|Warrior 32D AXP|Warrior 32D ST,028|032,2,pending,advance-21-1525j1-rotary-brush-15-union-mix,2
SY21-1616,Advance,21-1616,"Rotary Brush 16"" .070/46 Grit",rotary_brush,Rotary Brush,"16""",.070/46 Grit,,32B|32BD|32LX|320BHD|320HD|325HD|4800|4830D,012|017|033,2,pending,advance-21-1616-rotary-brush-16-070-46-grit,3
SY21-1617,Advance,21-1617,"Rotary Brush 16"" .050/80 Grit",rotary_brush,Rotary Brush,"16""",.050/80 Grit,,32B|32BD|32LX|320BHD|320HD|325HD|3220D|4530D|4800|4830D|Warrior 32D AXP|Warrior 32D ST,012|017|028|032|033,2,pending,advance-21-1617-rotary-brush-16-050-80-grit,3
SY21-1618,Advance,21-1618,"Rotary Brush 16"" .035/180 Grit",rotary_brush,Rotary Brush,"16""",.035/180 Grit,,32B|32BD|32LX|320BHD|320HD|325HD|4800|4830D,012|017|033,2,pending,advance-21-1618-rotary-brush-16-035-180-grit,3
SY21-1619,Advance,21-1619,"Rotary Brush 16"" .022/120 Grit",rotary_brush,Rotary Brush,"16""",.022/120 Grit,,32B|32BD|32LX|320BHD|320HD|325HD|4800|4830D,012|017|033,2,pending,advance-21-1619-rotary-brush-16-022-120-grit,3
SY21-1620,Advance,21-1620,"Rotary Brush 16"" .018/500 Grit",rotary_brush,Rotary Brush,"16""",.018/500 Grit,,32B|32BD|32LX|320BHD|320HD|325HD|4800|4830D,012|017|033,2,pending,advance-21-1620-rotary-brush-16-018-500-grit,3
SY21-1621,Advance,21-1621,"Rotary Brush 16"" .028 Poly",rotary_brush,Rotary Brush,"16""",Poly,,32B|32BD|32LX|320BHD|320HD|325HD|4800|4830D,012|017|033,2,pending,advance-21-1621-rotary-brush-16-poly,3
SY21-1623,Advance,21-1623,"Rotary Brush 16"" Union Mix",rotary_brush,Rotary Brush,"16""",Union Mix,,32B|32BD|32LX|320BHD|320HD|325HD|4800|4830D,012|017|033,2,pending,advance-21-1623-rotary-brush-16-union-mix,3
SY21-1624,Advance,21-1624,"Pad Driver 16'",pad_driver,Pad Driver,,,,32B|32BD|32LX|320BHD|320HD|325HD|4800|4830D,012|017|033,2,pending,advance-21-1624-pad-driver,3
SY21-1626,Advance,21-1626,"Rotary Brush 16"" .022 Poly",rotary_brush,Rotary Brush,"16""",Poly,,32B|32BD|32LX|320BHD|320HD|325HD|3220D|4530D|4800|4830D|Warrior 32D AXP|Warrior 32D ST,012|017|028|032|033,2,pending,advance-21-1626-rotary-brush-16-poly,3
SY21-181072,Advance,21-181072,"Rotary Brush 18"" .070/46 Grit",rotary_brush,Rotary Brush,"18""",.070/46 Grit,,200|200E|200HD,018,2,pending,advance-21-181072-rotary-brush-18-070-46-grit,1
SY21-181172,Advance,21-181172,"Rotary Brush 18"" .050/80 Grit",rotary_brush,Rotary Brush,"18""",.050/80 Grit,,200|200E|200HD,018,2,pending,advance-21-181172-rotary-brush-18-050-80-grit,1
SY21-181272,Advance,21-181272,"Rotary Brush 18"" .035/180 Grit",rotary_brush,Rotary Brush,"18""",.035/180 Grit,,200|200E|200HD,018,2,pending,advance-21-181272-rotary-brush-18-035-180-grit,1
SY21-181372,Advance,21-181372,"Rotary Brush 18"" .022/120 Grit",rotary_brush,Rotary Brush,"18""",.022/120 Grit,,200|200E|200HD,018,2,pending,advance-21-181372-rotary-brush-18-022-120-grit,1
SY21-181472,Advance,21-181472,"Rotary Brush 18"" .018/500 Grit",rotary_brush,Rotary Brush,"18""",.018/500 Grit,,200|200E|200HD,018,2,pending,advance-21-181472-rotary-brush-18-018-500-grit,1
SY21-181772,Advance,21-181772,"Rotary Brush 18"" .028 Poly",rotary_brush,Rotary Brush,"18""",Poly,,200|200E|200HD,018,2,pending,advance-21-181772-rotary-brush-18-poly,1
SY21-181872,Advance,21-181872,"Rotary Brush 18"" .022 Poly",rotary_brush,Rotary Brush,"18""",Poly,,200|200E|200HD,018,2,pending,advance-21-181872-rotary-brush-18-poly,1
SY21-1821,Advance,21-1821,"Side Broom 18"" 3 S.R. Wire",side_broom,Side Broom,"18""",Wire,single_row,6600|6600XP,022,1,pending,advance-21-1821-side-broom-18-wire,1
SY21-1822,Advance,21-1822,"Side Broom 18"" 3 S.R. Poly",side_broom,Side Broom,"18""",Poly,single_row,6600|6600XP,022,1,pending,advance-21-1822-side-broom-18-poly,1
SY21-182572,Advance,21-182572,"Rotary Brush 18"" Union Mix",rotary_brush,Rotary Brush,"18""",Union Mix,,200|200E|200HD,018,2,pending,advance-21-182572-rotary-brush-18-union-mix,1
SY21-182972,Advance,21-182972,"Pad Driver 18""",pad_driver,Pad Driver,"18""",,,200|200E|200HD,018,2,pending,advance-21-182972-pad-driver-18,1
SY21-1901,Advance,21-1901,"Rotary Brush 19"" .070/46 Grit",rotary_brush,Rotary Brush,"19""",.070/46 Grit,,38B|380B|380BHD|380HD|385HD|385HR|2042/2042C|3800|4030/4030C|4030D,009|021|031|039|040,2,pending,advance-21-1901-rotary-brush-19-070-46-grit,2
SY21-1902,Advance,21-1902,"Rotary Brush 19"" .050/80 Grit",rotary_brush,Rotary Brush,"19""",.050/80 Grit,,38B|380B|380BHD|380HD|385HD|385HR|2042/2042C|3800|4030/4030C|4030D,009|021|031|039|040,2,pending,advance-21-1902-rotary-brush-19-050-80-grit,2
SY21-1903,Advance,21-1903,"Rotary Brush 19"" .035/180 Grit",rotary_brush,Rotary Brush,"19""",.035/180 Grit,,4030D,031,2,pending,advance-21-1903-rotary-brush-19-035-180-grit,2
SY21-1904,Advance,21-1904,"Rotary Brush 19"" .022/120 Grit",rotary_brush,Rotary Brush,"19""",.022/120 Grit,,38B|380B|380BHD|380HD|385HD|385HR|2042/2042C|3800|4030/4030C|4030D,009|021|031|039|040,2,pending,advance-21-1904-rotary-brush-19-022-120-grit,2
SY21-1905,Advance,21-1905,"Rotary Brush 19"" .018/500 Grit",rotary_brush,Rotary Brush,"19""",.018/500 Grit,,38B|380B|380BHD|380HD|385HD|385HR|2042/2042C|3800|4030/4030C|4030D,009|021|031|039|040,2,pending,advance-21-1905-rotary-brush-19-018-500-grit,2
SY21-1906,Advance,21-1906,"Rotary Brush 19"" .028 Poly",rotary_brush,Rotary Brush,"19""",Poly,,38B|380B|380BHD|380HD|385HD|385HR|2042/2042C|3800|4030/4030C|4030D,009|021|031|039|040,2,pending,advance-21-1906-rotary-brush-19-poly,2
SY21-1908,Advance,21-1908,"Rotary Brush 19"" Union Fiber",rotary_brush,Rotary Brush,"19""",,,38B|380B|380BHD|380HD|385HD|385HR|2042/2042C|3800|4030/4030C|4030D,009|021|031|039|040,2,pending,advance-21-1908-rotary-brush-19,2
SY21-1909,Advance,21-1909,"Pad Holder 19"" W/Center-Lok3",pad_driver,Pad Driver,"19""",,,38B|380B|380BHD|380HD|385HD|385HR|2042/2042C|3800|4030/4030C|4030D,009|021|031|039|040,2,pending,advance-21-1909-pad-driver-19,2
SY21-1911,Advance,21-1911,"Rotary Brush 19"" .022 Poly",rotary_brush,Rotary Brush,"19""",Poly,,38B|380B|380BHD|380HD|385HD|385HR|2042/2042C|3800|4030/4030C|4030D,009|021|031|039|040,2,pending,advance-21-1911-rotary-brush-19-poly,2
SY21-98477,Advance,21-98477,"Pad Driver 11""",pad_driver,Pad Driver,"11""",,,240HD|240HR|240LX|240LXJ|600S|1700|2067|3520D|4500,006|019|029,2,pending,advance-21-98477-pad-driver-11,2
SY11-2415,American Lincoln,11-2415,"Main Scrub 26"" 12 S.R. .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"26""",.070/46 Grit,single_row,Encore L26HD,023,hold,hold,american-lincoln-11-2415-cylindrical-scrub-26-070-46-grit,2
SY11-2416,American Lincoln,11-2416,"Main Scrub 26"" 12 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"26""",.035/180 Grit,single_row,Encore L26HD,023,hold,hold,american-lincoln-11-2416-cylindrical-scrub-26-035-180-grit,2
SY11-2417,American Lincoln,11-2417,"Main Scrub 26"" 12 S.R. .012 Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"26""",Soft Nylon,single_row,Encore L26HD,023,hold,hold,american-lincoln-11-2417-cylindrical-scrub-26-soft-nylon,2
SY11-2418,American Lincoln,11-2418,"Main Scrub 26"" 12 S.R. .040 Poly",cylindrical_scrub,Cylindrical Scrub,"26""",Poly,single_row,Encore L26HD,023,hold,hold,american-lincoln-11-2418-cylindrical-scrub-26-poly,2
SY11-2701,American Lincoln,11-2701,"Main Broom 27"" 18 S.R. Nylon",main_broom,Main Broom,"27""",Nylon,single_row,91WS|114RS,001,hold,hold,american-lincoln-11-2701-main-broom-27-nylon,1
SY11-2702,American Lincoln,11-2702,"Main Broom 27"" 6 D.R. Proex/Wire",main_broom,Main Broom,"27""",Proex/Wire,double_row,91WS|114RS,001,hold,hold,american-lincoln-11-2702-main-broom-27-proex-wire,1
SY11-2703,American Lincoln,11-2703,"Main Broom 27"" 6 D.R. Nylon",main_broom,Main Broom,"27""",Nylon,double_row,91WS|114RS,001,hold,hold,american-lincoln-11-2703-main-broom-27-nylon,1
SY11-2704,American Lincoln,11-2704,"Main Broom 27"" 6 D.R. Proex/Wire",main_broom,Main Broom,"27""",Proex/Wire,double_row,91WS|114RS,001,hold,hold,american-lincoln-11-2704-main-broom-27-proex-wire,1
SY11-2706,American Lincoln,11-2706,"Main Broom 27"" 5 D.R. Proex/Wire",main_broom,Main Broom,"27""",Proex/Wire,double_row,436,002,hold,hold,american-lincoln-11-2706-main-broom-27-proex-wire,1
SY11-2707,American Lincoln,11-2707,"Main Broom 27"" 12 D.R. Nylon",main_broom,Main Broom,"27""",Nylon,double_row,436,002,hold,hold,american-lincoln-11-2707-main-broom-27-nylon,1
SY11-2740,American Lincoln,11-2740,"Main Scrub 28"" 16 S.R. .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.070/46 Grit,single_row,Advenger 2805C,043,hold,hold,american-lincoln-11-2740-cylindrical-scrub-28-070-46-grit,2
SY11-2741,American Lincoln,11-2741,"Main Scrub 28"" 16 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.050/80 Grit,single_row,Advenger 2805C,043,hold,hold,american-lincoln-11-2741-cylindrical-scrub-28-050-80-grit,2
SY11-2742,American Lincoln,11-2742,"Main Scrub 28"" 16 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.035/180 Grit,single_row,Advenger 2805C,043,hold,hold,american-lincoln-11-2742-cylindrical-scrub-28-035-180-grit,2
SY11-2743,American Lincoln,11-2743,"Main Scrub 28"" 16 S.R. .020 Poly",cylindrical_scrub,Cylindrical Scrub,"28""",Poly,single_row,Advenger 2805C,043,hold,hold,american-lincoln-11-2743-cylindrical-scrub-28-poly,2
SY11-2744,American Lincoln,11-2744,"Main Scrub 28"" 16 S.R. .020 Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"28""",Soft Nylon,single_row,Advenger 2805C,043,hold,hold,american-lincoln-11-2744-cylindrical-scrub-28-soft-nylon,2
SY11-2745,American Lincoln,11-2745,"Main Scrub 28"" 16 S.R. Hard Nylon",cylindrical_scrub,Cylindrical Scrub,"28""",Nylon,single_row,Advenger 2805C,043,hold,hold,american-lincoln-11-2745-cylindrical-scrub-28-nylon,2
SY11-3101,American Lincoln,11-3101,"Main Scrub 33"" 12 S.R. .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"33""",.070/46 Grit,single_row,Encore 33HD,024,hold,hold,american-lincoln-11-3101-cylindrical-scrub-33-070-46-grit,2
SY11-3102,American Lincoln,11-3102,"Main Scrub 33"" 12 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"33""",.035/180 Grit,single_row,Encore 33HD,024,hold,hold,american-lincoln-11-3102-cylindrical-scrub-33-035-180-grit,2
SY11-3103,American Lincoln,11-3103,"Main Scrub 33"" 12 S.R. .012 Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"33""",Soft Nylon,single_row,Encore 33HD,024,hold,hold,american-lincoln-11-3103-cylindrical-scrub-33-soft-nylon,2
SY11-3104,American Lincoln,11-3104,"Main Scrub 33"" 12 S.R. .040 Poly",cylindrical_scrub,Cylindrical Scrub,"33""",Poly,single_row,Encore 33HD,024,hold,hold,american-lincoln-11-3104-cylindrical-scrub-33-poly,2
SY11-3301,American Lincoln,11-3301,"Main Scrub 34"" 12 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"34""",.050/80 Grit,single_row,Encore 33|Encore 34|SR5730-34,025,hold,hold,american-lincoln-11-3301-cylindrical-scrub-34-050-80-grit,2
SY11-3302,American Lincoln,11-3302,"Main Scrub 34"" 12 S.R. Poly",cylindrical_scrub,Cylindrical Scrub,"34""",Poly,single_row,Encore 33|Encore 34|SR5730-34,025,hold,hold,american-lincoln-11-3302-cylindrical-scrub-34-poly,2
SY11-3303,American Lincoln,11-3303,"Main Scrub 34"" 12 S.R. Nylon",cylindrical_scrub,Cylindrical Scrub,"34""",Nylon,single_row,Encore 33|Encore 34|SR5730-34,025,hold,hold,american-lincoln-11-3303-cylindrical-scrub-34-nylon,2
SY11-3501,American Lincoln,11-3501,"Main Broom 35"" 6 D.R. Nylon",main_broom,Main Broom,"35""",Nylon,double_row,Proterra,042,hold,hold,american-lincoln-11-3501-main-broom-35-nylon,1
SY11-3502,American Lincoln,11-3502,"Main Broom 35"" 6 D.R. Proex",main_broom,Main Broom,"35""",,double_row,Proterra,042,hold,hold,american-lincoln-11-3502-main-broom-35,1
SY11-3503,American Lincoln,11-3503,"Main Broom 35"" 6 D.R. Proex/Wire",main_broom,Main Broom,"35""",Proex/Wire,double_row,Proterra,042,hold,hold,american-lincoln-11-3503-main-broom-35-proex-wire,1
SY11-3504,American Lincoln,11-3504,"Main Broom 35"" 6 D.R. Union",main_broom,Main Broom,"35""",,double_row,Proterra,042,hold,hold,american-lincoln-11-3504-main-broom-35,1
SY11-3617,American Lincoln,11-3617,"Main Broom 36"" 24 S.R. Union/Wire",main_broom,Main Broom,"36""",Union/Wire,single_row,6150,011,hold,hold,american-lincoln-11-3617-main-broom-36-union-wire,1
SY11-3618,American Lincoln,11-3618,"Main Broom 36"" 24 S.R. Nylon",main_broom,Main Broom,"36""",Nylon,single_row,6150,011,hold,hold,american-lincoln-11-3618-main-broom-36-nylon,1
SY11-3619,American Lincoln,11-3619,"Main Broom 36"" 8 D.R. Proex/Wire",main_broom,Main Broom,"36""",Proex/Wire,double_row,6150,011,hold,hold,american-lincoln-11-3619-main-broom-36-proex-wire,1
SY11-3621,American Lincoln,11-3621,"Main Broom 36"" 8 D.R. Proex/Wire",main_broom,Main Broom,"36""",Proex/Wire,double_row,6150,011,hold,hold,american-lincoln-11-3621-main-broom-36-proex-wire,1
SY11-3623,American Lincoln,11-3623,"Main Broom 36"" 6 D.R. Proex/Wire",main_broom,Main Broom,"36""",Proex/Wire,double_row,610|1000|2000|6000|7730|7740,003|020|028|029,hold,hold,american-lincoln-11-3623-main-broom-36-proex-wire,1
SY11-3624,American Lincoln,11-3624,"Main Broom 36"" 6 D.R. Nylon",main_broom,Main Broom,"36""",Nylon,double_row,1000|2000|7730|7740,003|028|029,hold,hold,american-lincoln-11-3624-main-broom-36-nylon,1
SY11-3625,American Lincoln,11-3625,"Main Broom 36"" 6 D.R. Proex/Wire",main_broom,Main Broom,"36""",Proex/Wire,double_row,610|1000|2000|6000|7730|7740,003|020|028|029,hold,hold,american-lincoln-11-3625-main-broom-36-proex-wire,1
SY11-3634,American Lincoln,11-3634,"Main Broom 36"" 6 D.R. Nylon",main_broom,Main Broom,"36""",Nylon,double_row,610|6000,020,hold,hold,american-lincoln-11-3634-main-broom-36-nylon,1
SY11-3648,American Lincoln,11-3648,"Main Broom 36"" 8 D.R. Nylon",main_broom,Main Broom,"36""",Nylon,double_row,6150,011,hold,hold,american-lincoln-11-3648-main-broom-36-nylon,1
SY11-4001,American Lincoln,11-4001,"Main Broom 40"" 6 D.R. Proex/Wire",main_broom,Main Broom,"40""",Proex/Wire,double_row,6200B|6200H|6200HIC|6200IC|6200S|6200SS|6700|6700B|6700IC,013|018,hold,hold,american-lincoln-11-4001-main-broom-40-proex-wire,1
SY11-4002,American Lincoln,11-4002,"Main Broom 40"" 8 D.R. Nylon",main_broom,Main Broom,"40""",Nylon,double_row,6200B|6200H|6200HIC|6200IC|6200S|6200SS|6700|6700B|6700IC,013|018,hold,hold,american-lincoln-11-4002-main-broom-40-nylon,1
SY11-4003,American Lincoln,11-4003,"Main Broom 40"" 6 D.R. Proex/Wire",main_broom,Main Broom,"40""",Proex/Wire,double_row,6200B|6200H|6200HIC|6200IC|6200S|6200SS|6700|6700B|6700IC,013|018,hold,hold,american-lincoln-11-4003-main-broom-40-proex-wire,1
SY11-4206,American Lincoln,11-4206,"Main Broom 42"" 8 D.R. Nylon",main_broom,Main Broom,"42""",Nylon,double_row,1000|2000,003,hold,hold,american-lincoln-11-4206-main-broom-42-nylon,1
SY11-4226,American Lincoln,11-4226,"Main Broom 42"" 8 D.R. Union/Wire",main_broom,Main Broom,"42""",Union/Wire,double_row,1000|2000,003,hold,hold,american-lincoln-11-4226-main-broom-42-union-wire,1
SY11-4227,American Lincoln,11-4227,"Main Broom 42"" 8 D.R. Proex/Wire",main_broom,Main Broom,"42""",Proex/Wire,double_row,1000|2000,003,hold,hold,american-lincoln-11-4227-main-broom-42-proex-wire,1
SY11-4230,American Lincoln,11-4230,"Main Broom 42"" 24 S.R. Union/Wire",main_broom,Main Broom,"42""",Union/Wire,single_row,2200|2260|2260XP,006,hold,hold,american-lincoln-11-4230-main-broom-42-union-wire,1
SY11-4232,American Lincoln,11-4232,"Main Broom 42"" 8 D.R. Union/Wire",main_broom,Main Broom,"42""",Union/Wire,double_row,2200|2260|2260XP,006,hold,hold,american-lincoln-11-4232-main-broom-42-union-wire,1
SY11-4233,American Lincoln,11-4233,"Main Broom 42"" 8 D.R. Proex/Wire",main_broom,Main Broom,"42""",Proex/Wire,double_row,2200|2260|2260XP,006,hold,hold,american-lincoln-11-4233-main-broom-42-proex-wire,1
SY11-4234,American Lincoln,11-4234,"Main Broom 42"" 8 D.R. Poly",main_broom,Main Broom,"42""",Poly,double_row,2200|2260|2260XP,006,hold,hold,american-lincoln-11-4234-main-broom-42-poly,1
SY11-4235,American Lincoln,11-4235,"Main Broom 42"" 8 D.R. Nylon",main_broom,Main Broom,"42""",Nylon,double_row,2200|2260|2260XP,006,hold,hold,american-lincoln-11-4235-main-broom-42-nylon,1
SY11-4236,American Lincoln,11-4236,"Main Broom 42"" 8 D.R. Proex/Wire",main_broom,Main Broom,"42""",Proex/Wire,double_row,2200|2260|2260XP,006,hold,hold,american-lincoln-11-4236-main-broom-42-proex-wire,1
SY11-4513,American Lincoln,11-4513,"Main Broom 45"" 24 S.R. Union/Wire",main_broom,Main Broom,"45""",Union/Wire,single_row,2160|2160XP|7750|ATS46|ATS53|MPV60|MPV60TS|SC7750,005|009|021|022|030,hold,hold,american-lincoln-11-4513-main-broom-45-union-wire,1
SY11-4514,American Lincoln,11-4514,"Main Broom 45"" 24 S.R. Nylon",main_broom,Main Broom,"45""",Nylon,single_row,2160|2160XP|7750|ATS46|ATS53|MPV60|MPV60TS|SC7750,005|009|021|022|030,hold,hold,american-lincoln-11-4514-main-broom-45-nylon,1
SY11-4515,American Lincoln,11-4515,"Main Broom 45"" 8 D.R. Proex/Wire",main_broom,Main Broom,"45""",Proex/Wire,double_row,2160|2160XP|7750|ATS46|SC7750,009|021|022|030,hold,hold,american-lincoln-11-4515-main-broom-45-proex-wire,1
SY11-4530,American Lincoln,11-4530,"Main Broom 45"" 8 D.R. Stiff Proex/Wire",main_broom,Main Broom,"45""",Proex/Wire,double_row,2160|2160XP|7750|ATS46|ATS53|MPV60|MPV60TS,005|021|022|030,hold,hold,american-lincoln-11-4530-main-broom-45-proex-wire,1
SY11-4531,American Lincoln,11-4531,"Main Broom 45"" 8 D.R. Nylon",main_broom,Main Broom,"45""",Nylon,double_row,2160|2160XP|7750|ATS46|ATS53|MPV60|MPV60TS|SC7750,005|009|021|022|030,hold,hold,american-lincoln-11-4531-main-broom-45-nylon,1
SY11-5012,American Lincoln,11-5012,"Main Broom 50"" 24 S.R. Union/Wire",main_broom,Main Broom,"50""",Union/Wire,single_row,3300|7000|7700|7760|7765,008|012|014|027|031,hold,hold,american-lincoln-11-5012-main-broom-50-union-wire,1
SY11-5013,American Lincoln,11-5013,"Main Broom 50"" 24 S.R. Nylon",main_broom,Main Broom,"50""",Nylon,single_row,3300|7000|7700|7760|7765,008|012|014|027|031,hold,hold,american-lincoln-11-5013-main-broom-50-nylon,1
SY11-5014,American Lincoln,11-5014,"Main Broom 50"" 8 D.R. Proex /Wire",main_broom,Main Broom,"50""",Wire,double_row,3300|7000|7700|7760,008|012|014|027,hold,hold,american-lincoln-11-5014-main-broom-50-wire,1
SY11-5015,American Lincoln,11-5015,"Main Broom 50"" 8 D.R. Poly",main_broom,Main Broom,"50""",Poly,double_row,3300|7000|7700|7760,008|012|014|027,hold,hold,american-lincoln-11-5015-main-broom-50-poly,1
SY11-5016,American Lincoln,11-5016,"Main Broom 50"" 8 D.R. Nylon",main_broom,Main Broom,"50""",Nylon,double_row,3300|7000|7700|7760,008|012|014|027,hold,hold,american-lincoln-11-5016-main-broom-50-nylon,1
SY11-5017,American Lincoln,11-5017,"Main Broom 50"" 8 D.R. Proex /Wire",main_broom,Main Broom,"50""",Wire,double_row,3300|7000|7700|7760,008|012|014|027,hold,hold,american-lincoln-11-5017-main-broom-50-wire,1
SY11-5018,American Lincoln,11-5018,"Main Broom 50"" 8 D.R. Union/Wire",main_broom,Main Broom,"50""",Union/Wire,double_row,3300|7000|7700|7760,008|012|014|027,hold,hold,american-lincoln-11-5018-main-broom-50-union-wire,1
SY11-5019,American Lincoln,11-5019,"Main Broom 50"" 24 S.R. Union/Wire",main_broom,Main Broom,"50""",Union/Wire,single_row,3366|3366XP|4366X|Grenterra,010|026|041,hold,hold,american-lincoln-11-5019-main-broom-50-union-wire,1
SY11-5020,American Lincoln,11-5020,"Main Broom 50"" 24 S.R. Nylon",main_broom,Main Broom,"50""",Nylon,single_row,3366|3366XP,010,hold,hold,american-lincoln-11-5020-main-broom-50-nylon,1
SY11-5021,American Lincoln,11-5021,"Main Broom 50"" 87 D.R. Proex/Wire",main_broom,Main Broom,"50""",Proex/Wire,double_row,4366X|Grenterra,026|041,hold,hold,american-lincoln-11-5021-main-broom-50-proex-wire,1
SY11-5022,American Lincoln,11-5022,"Main Broom 50"" 8 D.R. Poly",main_broom,Main Broom,"50""",Poly,double_row,3366|3366XP|4366X|Grenterra,010|026|041,hold,hold,american-lincoln-11-5022-main-broom-50-poly,1
SY11-5024,American Lincoln,11-5024,"Main Broom 50 "" 8 D.R. Proex/Wire",main_broom,Main Broom,"50""",Proex/Wire,double_row,3366|3366XP|4366X|Grenterra,010|026|041,hold,hold,american-lincoln-11-5024-main-broom-50-proex-wire,1
SY11-5026,American Lincoln,11-5026,"Main Broom 50"" 8 D.R. Proex",main_broom,Main Broom,"50""",,double_row,3366|3366XP|4366X|Grenterra,010|026|041,hold,hold,american-lincoln-11-5026-main-broom-50,1
SY11-5027,American Lincoln,11-5027,"Main Broom 50"" 8 D.R. Union/Wire",main_broom,Main Broom,"50""",Union/Wire,double_row,3366|3366XP,010,hold,hold,american-lincoln-11-5027-main-broom-50-union-wire,1
SY11-5028,American Lincoln,11-5028,"Main Broom 50"" 8 D.R. Nylon",main_broom,Main Broom,"50""",Nylon,double_row,3366|3366XP|4366X|Grenterra,010|026|041,hold,hold,american-lincoln-11-5028-main-broom-50-nylon,1
SY11-5401,American Lincoln,11-5401,"Main Broom 54"" 24 S.R.nylon",main_broom,Main Broom,"54""",Nylon,single_row,3000,007,hold,hold,american-lincoln-11-5401-main-broom-54-nylon,1
SY11-5402,American Lincoln,11-5402,"Main Broom 54"" 8 D.R. Union/Wire",main_broom,Main Broom,"54""",Union/Wire,double_row,3000,007,hold,hold,american-lincoln-11-5402-main-broom-54-union-wire,1
SY11-5403,American Lincoln,11-5403,"Main Broom 54"" 8 D.R. Proex/Wire",main_broom,Main Broom,"54""",Proex/Wire,double_row,3000,007,hold,hold,american-lincoln-11-5403-main-broom-54-proex-wire,1
SY11-5404,American Lincoln,11-5404,"Main Broom 54"" 8 D.R. Nylon",main_broom,Main Broom,"54""",Nylon,double_row,3000,007,hold,hold,american-lincoln-11-5404-main-broom-54-nylon,1
SY21-0603,American Lincoln,21-0603,"Side Broom 6"" 2 S.R. Poly",side_broom,Side Broom,"6""",Poly,single_row,436,002,hold,hold,american-lincoln-21-0603-side-broom-6-poly,1
SY21-0804,American Lincoln,21-0804,"Side Broom 8"" 2 S.R. Nylon",side_broom,Side Broom,"8""",Nylon,single_row,91WS|114RS|1000|2000,001|003,hold,hold,american-lincoln-21-0804-side-broom-8-nylon,1
SY21-1002,American Lincoln,21-1002,"Side Broom 10"" 2 S.R. Poly",side_broom,Side Broom,"10""",Poly,single_row,610|6000|6200B|6200H|6200HIC|6200IC|6200S|6200SS|6700|6700B|6700IC|7750,013|018|020|030,hold,hold,american-lincoln-21-1002-side-broom-10-poly,1
SY21-1010,American Lincoln,21-1010,"Side Broom 10"" 3 S.R. Poly",side_broom,Side Broom,"10""",Poly,single_row,Proterra,042,hold,hold,american-lincoln-21-1010-side-broom-10-poly,2
SY21-1011,American Lincoln,21-1011,"Side Broom 10"" 2 S.R. Poly/Wire",side_broom,Side Broom,"10""",Poly,single_row,Proterra,042,hold,hold,american-lincoln-21-1011-side-broom-10-poly,2
SY21-1012,American Lincoln,21-1012,"Side Broom 10"" 2 S.R. Nylon",side_broom,Side Broom,"10""",Nylon,single_row,Proterra,042,hold,hold,american-lincoln-21-1012-side-broom-10-nylon,2
SY21-1101,American Lincoln,21-1101,"Side Broom 11"" 2 S.R. Wire",side_broom,Side Broom,"11""",Wire,single_row,1000|2000|2160|2160XP|2200|2260|2260XP|3300|4366X|7000|7700|7750|7760|ATS46|ATS53|Grenterra|MPV60|MPV60TS|SC7750,003|005|006|008|009|012|014|021|022|026|030|041,hold,hold,american-lincoln-21-1101-side-broom-11-wire,1
