vendor_pn,brand,oem_display,description,broom_type,broom_type_label,size_in,filament,pattern,compatible_models,model_codes,phase,publish_status,slug,qty
SY21-1609,Tennant,21-1609,"Pad Driver 16""",pad_driver,Pad Driver,"16""",,,515|515SS|8200|8210,030,2,pending,tennant-21-1609-pad-driver-16,3
SY21-1610H,Tennant,21-1610H,"Rotary Brush 16"" .070/46 Grit (No Clutch Plate)",rotary_brush,Rotary Brush,"16""",.070/46 Grit,,5100,035,2,pending,tennant-21-1610h-rotary-brush-16-070-46-grit,1
SY21-1617H,Tennant,21-1617H,"Rotary Brush 16"" .028 Poly (No Clutch Plate)",rotary_brush,Rotary Brush,"16""",Poly,,5100,035,2,pending,tennant-21-1617h-rotary-brush-16-poly,1
SY21-1621,Tennant,21-1621,"Rotary Brush 16"" .028 Nylon ( No Clutch Plate)",rotary_brush,Rotary Brush,"16""",Nylon,,5100,035,2,pending,tennant-21-1621-rotary-brush-16-nylon,1
SY21-1661,Tennant,21-1661,"Rotary Brush 16"" Wire",rotary_brush,Rotary Brush,"16""",Wire,,355|355E|385|480|515|515SS|1480|5680-800D|5700-800D|7100-32D|7300|8010|8200|8200-8210|8210|8300|8400|8410,011|028|030|039|041|042|043,2,pending,tennant-21-1661-rotary-brush-16-wire,2
SY21-1663,Tennant,21-1663,"Rotary Brush 16"" Bassine",rotary_brush,Rotary Brush,"16""",Bassine,,355|355E|385|480|515|515SS|1480|5680-800D|5700-800D|7100-32D|7300|8010|8200|8200-8210|8210|8300|8400|8410,011|028|030|039|041|042|043,2,pending,tennant-21-1663-rotary-brush-16-bassine,2
SY21-1666,Tennant,21-1666,"Pad Driver 16'' Pad Driver",pad_driver,Pad Driver,,,,7300|8010|8200-8210|8300,039|041|042|043,2,pending,tennant-21-1666-pad-driver,3
SY21-1801,Tennant,21-1801,"Side Broom 18"" 3 S.R. Flat Wire",side_broom,Side Broom,"18""",Flat Wire,single_row,97|800|810|6500|6550|6600|6650,008|010,1,pending,tennant-21-1801-side-broom-18-flat-wire,1
SY21-1802,Tennant,21-1802,"Side Broom 18"" 3 S.R. Nylon",side_broom,Side Broom,"18""",Nylon,single_row,92|95|97|800|810|6500|6550|6600|6650,003|008|010,1,pending,tennant-21-1802-side-broom-18-nylon,1
SY21-1803,Tennant,21-1803,"Side Broom 18"" 3 S.R. Poly",side_broom,Side Broom,"18""",Poly,single_row,92|95|97|800|810|6500|6550|6600|6650,003|008|010,1,pending,tennant-21-1803-side-broom-18-poly,1
SY21-1805,Tennant,21-1805,"Rotary Brush 18"" .070/46 Grit",rotary_brush,Rotary Brush,"18""",.070/46 Grit,,490|900C|1490|5680-900D|5700|5700-900D|7200C|7200D|T15,046|209,2,pending,tennant-21-1805-rotary-brush-18-070-46-grit,2
SY21-1806,Tennant,21-1806,"Rotary Brush 18"" .028 Nylon",rotary_brush,Rotary Brush,"18""",Nylon,,490|900C|1490|5680-900D|5700|5700-900D|7200C|7200D|T15,046|209,2,pending,tennant-21-1806-rotary-brush-18-nylon,2
SY21-1807,Tennant,21-1807,"Rotary Brush 18"" .028 Nylon",rotary_brush,Rotary Brush,"18""",Nylon,,900C|5700|7200C|T15,046,2,pending,tennant-21-1807-rotary-brush-18-nylon,1
SY21-1850,Tennant,21-1850,"Pad Driver 18""",pad_driver,Pad Driver,"18""",,,490|1490|5680-900D|5700-900D|7200D,209,2,pending,tennant-21-1850-pad-driver-18,2
SY21-2000,Tennant,21-2000,"Rotary Brush 20"" .028 Poly",rotary_brush,Rotary Brush,"20""",Poly,,510E|515|515SS|7300|8010|8200|8200-8210|8210|8300,006|030|039|041|042|043,2,pending,tennant-21-2000-rotary-brush-20-poly,2
SY21-2001,Tennant,21-2001,"Rotary Brush 20"" .070/46 Grit",rotary_brush,Rotary Brush,"20""",.070/46 Grit,,510E|515|515SS|7300|8010|8200|8200-8210|8210|8300,006|030|039|041|042|043,2,pending,tennant-21-2001-rotary-brush-20-070-46-grit,2
SY21-2003,Tennant,21-2003,"Rotary Brush 20"" .028 Nylon",rotary_brush,Rotary Brush,"20""",Nylon,,510E|515|515SS|7300|8010|8200|8200-8210|8210|8300,006|030|039|041|042|043,2,pending,tennant-21-2003-rotary-brush-20-nylon,2
SY21-2004,Tennant,21-2004,"Pad Driver 20""",pad_driver,Pad Driver,"20""",,,7300|8200-8210|8300,039|042|043,2,pending,tennant-21-2004-pad-driver-20,2
